Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,141.110001,169.809998,141.110001,164.539993,140.319824,19669600
2019-02-01,164.860001,176.110001,160.589996,173.059998,147.585709,16967000
2019-03-01,173.009995,175.720001,152.250000,157.020004,133.906769,18808300
2019-04-01,158.139999,171.610001,157.919998,170.070007,145.878769,13588000
2019-05-01,169.830002,171.770004,158.750000,159.600006,136.898041,16922600
2019-06-01,159.179993,170.410004,158.619995,170.070007,146.783829,12119300
2019-07-01,171.250000,174.929993,160.449997,164.250000,141.760727,16486600
2019-08-01,163.889999,164.550003,142.960007,146.210007,126.190781,14933300
2019-09-01,144.800003,160.169998,141.500000,157.970001,137.272614,13200800
2019-10-01,159.039993,160.509995,147.009995,156.529999,136.021271,15048800
2019-11-01,158.139999,169.800003,157.199997,164.740005,143.155609,11269900
2019-12-01,165.750000,172.630005,160.460007,169.750000,148.488556,11052800
2020-01-01,170.360001,173.440002,158.410004,168.520004,147.412582,15262300
2020-02-01,169.449997,174.000000,136.380005,140.380005,122.797211,13694000
2020-03-01,140.380005,148.110001,87.639999,103.430000,91.168427,31660500
2020-04-01,97.959999,119.970001,90.949997,112.080002,98.792984,17919400
2020-05-01,109.209999,116.169998,85.089996,105.660004,93.134079,18657700
2020-06-01,106.250000,130.139999,98.680000,103.970001,92.578087,24360000
2020-07-01,104.489998,107.449997,94.430000,105.949997,94.341148,17673500
2020-08-01,105.930000,114.129997,100.800003,103.260002,91.945892,13165200
2020-09-01,102.260002,108.500000,88.480003,92.089996,82.856384,20758400
2020-10-01,92.220001,107.820000,90.449997,103.580002,93.194305,19306900
2020-11-01,105.000000,127.459999,98.080002,116.489998,104.809837,27698700
2020-12-01,120.209999,129.970001,118.540001,127.300003,115.586937,18255100
2021-01-01,128.630005,151.000000,125.449997,132.470001,120.281242,17783200
2021-02-01,133.490005,164.720001,131.289993,150.940002,137.051788,15783200
2021-03-01,154.190002,161.750000,145.570007,151.610001,138.633301,22967400
2021-04-01,151.210007,160.869995,147.809998,157.690002,144.192886,20477900
2021-05-01,159.300003,168.270004,154.949997,160.690002,146.936111,16281500
2021-06-01,162.190002,164.389999,142.550003,145.309998,133.790741,18924500
2021-07-01,147.080002,147.860001,128.460007,133.850006,123.239197,21389000
2021-08-01,134.470001,143.220001,131.289993,140.009995,128.910873,17082700
2021-09-01,140.309998,154.710007,131.419998,149.339996,138.598297,20531500
2021-10-01,152.320007,162.539993,145.720001,147.119995,136.537994,20544600
2021-11-01,149.029999,163.259995,145.929993,146.610001,136.064682,19397400
2021-12-01,150.039993,156.660004,141.490005,153.580002,143.652786,18800100
2022-01-01,155.770004,186.929993,155.240005,169.380005,158.431503,37109400
2022-02-01,169.110001,186.949997,168.100006,182.229996,170.450897,24752300
2022-03-01,179.839996,186.690002,167.020004,169.500000,159.641769,36583100
2022-04-01,172.139999,184.289993,157.949997,166.639999,156.948090,42242200
2022-05-01,168.250000,181.119995,159.410004,179.970001,169.502823,24895700
2022-06-01,180.509995,181.789993,156.190002,159.389999,151.122803,23126400
2022-07-01,158.630005,178.080002,148.800003,177.449997,168.246063,22184300
2022-08-01,176.639999,193.419998,173.399994,181.779999,172.351456,17840400
2022-09-01,181.759995,191.350006,173.539993,176.320007,168.279480,22114100
2022-10-01,178.830002,192.559998,159.399994,168.369995,160.692001,33214300
2022-11-01,169.720001,172.589996,162.070007,170.020004,162.266739,25592300
2022-12-01,170.679993,171.270004,138.429993,145.059998,139.423859,31316000
2023-01-01,145.000000,158.000000,139.029999,156.000000,149.938797,25905300
2023-02-01,153.970001,161.990005,153.240005,155.289993,149.256363,25183800
2023-03-01,154.360001,155.089996,110.000000,119.570000,114.924248,66833100
2023-04-01,120.660004,129.869995,114.379997,125.800003,121.959953,33211100
2023-05-01,125.070000,127.110001,109.360001,119.160004,115.522629,33968100
2023-06-01,120.059998,130.889999,115.309998,123.760002,121.240807,27559500
2023-07-01,124.199997,142.229996,121.820000,139.860001,137.013077,22682400
2023-08-01,138.449997,142.419998,124.070000,125.050003,122.504547,16701800
2023-09-01,125.790001,130.899994,117.820000,126.449997,125.163025,19956600
2023-10-01,126.680000,129.009995,108.529999,112.750000,111.602463,23887500
2023-11-01,112.139999,129.410004,111.080002,128.169998,126.865517,17206500
2023-12-01,127.500000,148.229996,127.000000,137.080002,137.080002,23096500
2024-01-01,136.559998,140.270004,136.550003,139.029999,139.029999,1063300
